2,0,0,2,2018/02/25-06:46:06,1b9c39df6acbc6e70eddb667dbae1b1857dbf804,betosousa
0,0,0,2,2018/02/25-06:46:44,e2ae46ee67aa13a774cc27a8ace1717e78c94c44,betosousa
0,0,0,2,2018/02/25-06:47:23,59aabf2469da7324157547ca1dcce3a9e996a458,betosousa
0,0,0,2,2018/02/25-06:48:29,7ca11a0e04978ceefed8090f00bd47d0b6f2af36,betosousa
0,0,0,2,2018/02/25-06:49:18,7ac9b2b1f3a8b7848f29df734e0e251c2f543054,betosousa
0,0,0,2,2018/02/25-06:50:05,ccca0b144a8cada86efaabb08ffda7651ed3ec85,betosousa
0,0,0,2,2018/03/02-05:35:43,99ba5a830ed4a500d914a29c210d2f88dae54c76,betosousa
0,0,0,2,2018/03/02-05:52:05,89464c28a5d56243cdb06a76b6928006ede91654,betosousa
0,0,0,2,2018/03/02-07:11:04,4da58c3ea81fd100f3504906270adbfc01106137,betosousa
0,0,0,2,2018/03/02-07:11:59,952750083a90ce819823445b4451421214d08467,betosousa
0,0,0,2,2018/03/02-07:12:58,1c40043a1ffa43b97852e2769d5aa78fc96ef42e,betosousa
0,0,0,2,2018/03/02-07:14:16,6e32a0255723ba1d2c4cd8f4d18a44ae8b5b92a6,betosousa
0,0,0,2,2018/03/24-12:27:42,0dda645c09ee7849a090eae5bdacd9f82d04f57c,betosousa
0,0,0,2,2018/03/24-02:56:11,e3097cf17dea128db0439900d1b2780853443d06,betosousa
0,0,0,2,2018/03/24-03:02:33,ea55c6ed68d57abb1f1374a9710d21f58d4d0dc0,betosousa
2,0,0,4,2018/03/29-02:43:25,a773ccc2ecb2bfa26c1a42e6ca4e29b8a4b63062,betosousa
0,1,0,3,2018/03/29-02:48:38,da8773d9b55791dc7eb4d99e8ded0957abdb1058,betosousa
0,0,0,3,2018/05/18-11:23:22,d4b132589114cd03303ee923377d52b41ae99680,betosousa
0,0,0,3,2018/05/18-11:27:23,57dbd013383af56a3bbc84c9a93bad20d08bd5d6,betosousa
0,0,0,3,2018/05/18-11:32:41,7aca23b783c5837fb5d57a6b36728050ca3af61b,betosousa
0,0,0,3,2018/05/18-11:36:16,ecf1e405660eebf3e866dc067570c1166a5ff76a,betosousa
0,0,0,3,2018/05/18-11:38:04,8c0bdd903a53c8e11edddb78ac4acb0a044365fb,betosousa
0,0,0,3,2018/05/18-11:39:09,4da30117359cf5469404e5799c97b0ebdfe70f7c,betosousa
0,0,0,3,2018/05/18-11:41:15,8473784d794a3700fd7ce25775ce7ce6bbb81026,betosousa
